review,rating,date,bank,source,polarity,subjectivity,sentiment,vader_compound,vader_sentiment,analysis_timestamp
What's wrong with App. this days? it doesn't working properly. 1) it's VERY SLOW & doesn't open. it's very Annoying. 2) most of the time it says repeatedly Please try it again or try it later but again and again it doesn't open or work. 3) repeatedly it says something went wrong then it off the screen. I've updated the App. when it needed but nothing changed. 👉PLEASE if it has some issues with the App. Please fix it otherwise I'm going to uninstall it.,2,2024-05-08,BOA,Google Play Store,-0.23625000000000002,0.6025,negative,-0.5569,negative,2025-11-29 15:46:39.451948
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play Store,0.0,0.0,neutral,0.34,positive,2025-11-29 15:46:39.451948
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play Store,-0.19062500000000002,0.346875,negative,-0.8126,negative,2025-11-29 15:46:39.451948
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play Store,-0.225,0.2,negative,-0.4215,negative,2025-11-29 15:46:39.451948
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play Store,-0.16666666666666666,0.16666666666666666,negative,-0.5667,negative,2025-11-29 15:46:39.451948
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play Store,0.03333333333333333,0.10000000000000002,neutral,-0.1884,negative,2025-11-29 15:46:39.451948
OMG this is like the worst mobile banking app ever. I have many different mobile banking app from different banks but this is the worst so far. It says it has connection issue when I have wifi or data connection and while I'm using other social media apps. It keeps asking me for update once like every week and takes forever to load like I have to wait at least 10 minutes to login and another 10 min to see my balance.,1,2024-05-02,BOA,Google Play Store,-0.19907407407407407,0.6157407407407408,negative,-0.2382,negative,2025-11-29 15:46:39.451948
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play Store,0.18981481481481483,0.36018518518518516,positive,0.9075,positive,2025-11-29 15:46:39.451948
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play Store,-0.06,0.31,neutral,-0.6245,negative,2025-11-29 15:46:39.451948
"Developers/ the company takes too long to update the app, and throughout that process, the app is basically useless. We can't send money or even be able to check our account. They even take it down from the Play Store for a while. This whole process usually takes them 3 to 5 days. This is very disappointing. It is an improvement from the previous version of the app, but they still have a long way to go to compete with the likes of CBE. Transferring to other banks sometimes doesn't work.",2,2024-05-03,BOA,Google Play Store,-0.13772222222222225,0.40155555555555555,negative,0.5029,positive,2025-11-29 15:46:39.451948
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play Store,-0.14960317460317463,0.5112433862433863,negative,-0.8395,negative,2025-11-29 15:46:39.451948
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BOA,Google Play Store,-0.41250000000000003,0.625,negative,-0.8221,negative,2025-11-29 15:46:39.451948
"I have a fitayah account, a type of interest free account, and because their system is unable to process anything for people like me I can't see any of my accounts in the account list on any transaction, although I can see it when performing security actions or checking my balance, as such this app is as useless to me as the previous one. Unbelievable",1,2024-02-18,BOA,Google Play Store,-0.16944444444444443,0.5277777777777778,negative,0.8481,positive,2025-11-29 15:46:39.451948
"This app has been found useless while I compared with the first version of IB12111...that was very good, you guys what is the matter with you. You are far from the technology and the competetor's digital product through convenience, reliable, easeness _-dashen, cbe, zemen... they are doing well! share their experience and be able to satisfy your esteemed customers including me. unless you will be down soon!",1,2024-04-29,BOA,Google Play Store,0.1522222222222222,0.461031746031746,positive,0.8828,positive,2025-11-29 15:46:39.451948
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play Store,0.1392857142857143,0.5857142857142856,positive,0.4269,positive,2025-11-29 15:46:39.451948
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play Store,0.37142857142857144,0.6190476190476192,positive,0.9253,positive,2025-11-29 15:46:39.451948
"Playstore need to have some option to give 0 stars because this application right here, deserve exactly that, imagine being one of the biggest banks In the country and can't manage to have good mobile application in the Era of mobile money, you guys are in the brink of collapse you better make it right real quick or you gonna be 10 meters down to the grave. DON'T USE THIS APP, IT'S WASTE OF TIME.",1,2024-05-21,BOA,Google Play Store,0.27073412698412697,0.4325396825396825,positive,-0.5473,negative,2025-11-29 15:46:39.451948
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,BOA,Google Play Store,0.3504761904761905,0.4628571428571429,positive,-0.1774,negative,2025-11-29 15:46:39.451948
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play Store,-0.33999999999999997,0.64,negative,-0.7521,negative,2025-11-29 15:46:39.451948
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play Store,-0.7666666666666666,0.7999999999999999,negative,-0.9107,negative,2025-11-29 15:46:39.451948
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,BOA,Google Play Store,-0.03491071428571428,0.470625,neutral,-0.793,negative,2025-11-29 15:46:39.451948
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play Store,-0.16625,0.6387499999999999,negative,0.4969,positive,2025-11-29 15:46:39.451948
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play Store,0.21227272727272725,0.655,positive,0.9848,positive,2025-11-29 15:46:39.451948
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play Store,0.125,0.75,positive,-0.1531,negative,2025-11-29 15:46:39.451948
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play Store,-0.29500000000000004,0.735,negative,-0.2135,negative,2025-11-29 15:46:39.451948
"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",1,2024-04-23,BOA,Google Play Store,-1.0,1.0,negative,0.7461,positive,2025-11-29 15:46:39.451948
"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed: (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast: In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",5,2024-02-06,BOA,Google Play Store,0.16666666666666669,0.5452380952380953,positive,0.7957,positive,2025-11-29 15:46:39.451948
"Was working fine for 2 days then Error the request was not successful please check your connectivity or try again my connection works perfectly i reinstalled the app called support multiple times all of them said it's a system problem be patient it has been a week since then, called again they even dared to say the problem is your phone restart it which i did but still the same other banking apps work perfectly but this my experience with this app, horrible the whole system is bad",1,2024-02-14,BOA,Google Play Store,0.041666666666666685,0.6016666666666668,neutral,-0.7111,negative,2025-11-29 15:46:39.451948
"The version 24.04.26 is not opening on any of my devices. I noticed this issue on my friend's Android 9 phone and also on my Samsung Android 12 phone. Even after weekly updates, the newest version is not working properly. Please provide a stable version update, as I prefer the older version of the app from the new one.",1,2024-05-04,BOA,Google Play Store,0.101010101010101,0.295959595959596,positive,0.0613,positive,2025-11-29 15:46:39.451948
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,BOA,Google Play Store,0.019999999999999997,0.36,neutral,0.3016,positive,2025-11-29 15:46:39.451948
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play Store,0.15357142857142855,0.4345238095238096,positive,-0.931,negative,2025-11-29 15:46:39.451948
"Why the app doesn't allow to update the previous version. In addition to this, when I install the new version and try to activate, the app doesn't allow to write the activation OTP code to the screen. I have received the OTP password from telegram and email. Would you please fix this bug. Thank you",1,2024-02-03,BOA,Google Play Store,-0.015151515151515152,0.3106060606060606,neutral,0.3544,positive,2025-11-29 15:46:39.451948
"The worst mobile banking app ever!!! I have tried to transfer 25,000 from my BOA account to my CBE and it still hasn't reached my CBE account yet. When I tried contacting customer support they just tell me it's a problem with the system. I have waited 48 hours and I still haven't received my money. Bank of Abyssinia the worst bank and system, I don't recommend this app or bank to anyone.",1,2024-03-01,BOA,Google Play Store,-1.0,1.0,negative,-0.9097,negative,2025-11-29 15:46:39.451948
most of the time is not working properly,1,2025-11-25,BOA,Google Play Store,0.25,0.3,positive,0.0,neutral,2025-11-29 15:46:39.451948
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play Store,0.0,0.06666666666666667,neutral,-0.5664,negative,2025-11-29 15:46:39.451948
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play Store,-0.018000000000000016,0.564,neutral,-0.0258,neutral,2025-11-29 15:46:39.451948
"Be careful of using this app to transfer large sums of money. Recently I can't top up my mobile card, can't pay tickets, can't transfer money to Telebirr. The *815# works but what's the use of an app if we're using USSD. It will refund your mobile top up days after failing to top up but I wouldn't want to risk that. I'm a big fan of BoA but I wouldn't recommend this app. 👎",1,2024-05-15,BOA,Google Play Store,0.26904761904761904,0.5047619047619049,positive,0.0708,positive,2025-11-29 15:46:39.451948
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,BOA,Google Play Store,-1.0,1.0,negative,-0.9123,negative,2025-11-29 15:46:39.451948
"So BoA, your last application was horrible and buggy. And we thought ""finally!! a functional new app with better UI."" But It didn't last long, a non existent connection error at login.... Please just fix your app to the simplest functional form and it would be up to your other service standards.",1,2024-04-21,BOA,Google Play Store,-0.06732954545454545,0.4828598484848485,neutral,-0.3578,negative,2025-11-29 15:46:39.451948
"Very poor app. It crashes every time, doesn't load properly, and you can't even buy airtime. The programming is subpar. Please take lessons from other online banking apps. I would give it a zero if I could!!",1,2024-05-10,BOA,Google Play Store,-0.2384375,0.4183333333333333,negative,-0.3973,negative,2025-11-29 15:46:39.451948
"The app does not work well from abroad, there have been continuous upgrades and updates that are very interruptive and non-responsive. Staff do not have the technical capabilities to support whereas the support number and online support are never available.",1,2024-02-12,BOA,Google Play Store,0.0,0.26666666666666666,neutral,0.5984,positive,2025-11-29 15:46:39.451948
"The app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,BOA,Google Play Store,-0.29866536458333337,0.41666666666666663,negative,-0.4839,negative,2025-11-29 15:46:39.451948
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play Store,0.2398809523809524,0.49642857142857144,positive,0.4404,positive,2025-11-29 15:46:39.451948
"This is a much better app from BOA, easy to activate with ATM credit info, that helps someone like myself who already forgots previous PIN No or IB password. Apps runs fast unlike the previous versions. I hope you don't ruin it with unnecessary update. Please notify customers to use this app through their SMS.",5,2024-01-18,BOA,Google Play Store,0.0666666666666667,0.5277777777777778,neutral,0.9557,positive,2025-11-29 15:46:39.451948
"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,BOA,Google Play Store,0.024999999999999994,0.58125,neutral,-0.296,negative,2025-11-29 15:46:39.451948
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BOA,Google Play Store,0.041666666666666664,0.8083333333333332,neutral,-0.5673,negative,2025-11-29 15:46:39.451948
This app is not efficient and can't be used for people outside Ethiopia. I am not able to enter back my OTP code into the App screen as it gets frozen and nothing can be done. Also the login screen forces to enter a local cell phone in Ethiopia and a PIN number. Those of us who live abroad are left out. The previous application with BoA Authenitcater was working efficiently and I was also able to login using my LapTop. I recommend the Application to use login user name & email instead of Ph#.,1,2024-02-23,BOA,Google Play Store,0.027462121212121215,0.24583333333333335,neutral,0.4885,positive,2025-11-29 15:46:39.451948
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play Store,0.0,0.5,neutral,-0.4291,negative,2025-11-29 15:46:39.451948
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play Store,-0.10625,0.35,negative,0.3182,positive,2025-11-29 15:46:39.451948
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play Store,0.06444444444444446,0.5514814814814815,neutral,0.0083,neutral,2025-11-29 15:46:39.451948
My advice for whoever reading is go look for other bank(awash bank is a great example). This bank won't even allow you to access your money when you want. It has bad servers which don't work(respond) on time.,1,2024-05-11,BOA,Google Play Store,-0.008333333333333267,0.5972222222222222,neutral,0.0603,positive,2025-11-29 15:46:39.451948
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play Store,0.2333333333333333,0.55,positive,0.7261,positive,2025-11-29 15:46:39.451948
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play Store,-0.23333333333333325,0.7222222222222222,negative,-0.5994,negative,2025-11-29 15:46:39.451948
"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play Store,-0.125,0.23055555555555554,negative,0.0,neutral,2025-11-29 15:46:39.451948
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play Store,-0.3333333333333333,0.6,negative,-0.6908,negative,2025-11-29 15:46:39.451948
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play Store,0.22000000000000003,0.52,positive,-0.7929,negative,2025-11-29 15:46:39.451948
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play Store,-0.21875,0.35,negative,-0.2115,negative,2025-11-29 15:46:39.451948
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play Store,0.02888888888888889,0.4961111111111111,neutral,-0.775,negative,2025-11-29 15:46:39.451948
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play Store,-0.0722222222222222,0.48888888888888893,neutral,0.4242,positive,2025-11-29 15:46:39.451948
"""I am extremely disappointed with the poor service I have received. It is unacceptable that I cannot make transactions of 30,000 Birr and sometimes my money gets stuck in the air. As a result of your incompetence, I have been forced to change my bank account. This level of service is completely unacceptable and needs to be rectified immediately.""",1,2024-05-06,BOA,Google Play Store,-0.33749999999999997,0.48750000000000004,negative,-0.9642,negative,2025-11-29 15:46:39.451948
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,BOA,Google Play Store,-0.09999999999999994,0.48888888888888893,neutral,-0.7351,negative,2025-11-29 15:46:39.451948
I love this bank the best experience ever.,5,2025-09-28,BOA,Google Play Store,0.75,0.44999999999999996,positive,0.8555,positive,2025-11-29 15:46:39.451948
It's just terrible. It kept crashing in middle of transaction. Hell sometimes it won't open. My phone is stock Android (pixel 8) and I don't even know how this happens. Fix it!,1,2024-05-20,BOA,Google Play Store,-0.09375,0.625,neutral,-0.7263,negative,2025-11-29 15:46:39.451948
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play Store,0.1392857142857143,0.525,positive,0.3331,positive,2025-11-29 15:46:39.451948
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play Store,0.08333333333333333,0.8333333333333333,neutral,-0.8392,negative,2025-11-29 15:46:39.451948
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BOA,Google Play Store,-0.05,0.65,neutral,0.0,neutral,2025-11-29 15:46:39.451948
"This app is way better than both Apollo and the old mobile banking app. It's super easy to use and loads really fast. If you already have boa mobile banking before, activating it is a piece of cake. Great job on making such an awesome app – keep it up !",5,2024-01-27,BOA,Google Play Store,0.42083333333333334,0.6312500000000001,positive,0.9595,positive,2025-11-29 15:46:39.451948
Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,BOA,Google Play Store,0.04999999999999999,0.5333333333333334,neutral,0.7534,positive,2025-11-29 15:46:39.451948
I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,2024-03-02,BOA,Google Play Store,0.3494318181818182,0.5744949494949495,positive,-0.529,negative,2025-11-29 15:46:39.451948
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play Store,-0.024999999999999994,0.5125,neutral,-0.431,negative,2025-11-29 15:46:39.451948
"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,2024-04-21,BOA,Google Play Store,0.35,0.47857142857142865,positive,-0.6197,negative,2025-11-29 15:46:39.451948
"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,BOA,Google Play Store,0.14375,0.66875,positive,-0.6597,negative,2025-11-29 15:46:39.451948
This app is the most worst app I used in Ethiopia and belive me I know I live in Ethiopia. Being the fincial app It doesn't work when you want it. It makes you wait for cash out code and immediately debit the amount before sending the code I have got to say abysinia bank I didn't expect this from you and I use CBE mobile banking,1,2024-05-18,BOA,Google Play Store,-0.12121212121212122,0.6666666666666666,negative,-0.624,negative,2025-11-29 15:46:39.451948
The app has bugs. Signing in is still a challenge. Transfer to another bank is impossible. The app is slow and bland.,3,2024-05-11,BOA,Google Play Store,-0.37777777777777777,0.7444444444444445,negative,0.0772,positive,2025-11-29 15:46:39.451948
Sorry to say this compared to other banks mobile app its the worest it need more improvement the app doesn't match the bank standard it need more update its too slow plus it keep saying stop developing option on your phone when no developing setting enabled ??plus when it come to recent transaction nothing to display...,1,2024-05-24,BOA,Google Play Store,0.010714285714285707,0.4321428571428571,neutral,-0.1943,negative,2025-11-29 15:46:39.451948
It was working good before the last update but after the update it asks to disable developer option. why is that? That means any developer with developer option enabled can't access his account. It crushs a lot of times.,2,2024-05-01,BOA,Google Play Store,0.35,0.33333333333333337,positive,0.2382,positive,2025-11-29 15:46:39.451948
"After last update, the app keeps crashing, not working. Pls fix it. Mobile transactions become impossible.",1,2024-05-02,BOA,Google Play Store,-0.3333333333333333,0.5333333333333333,negative,-0.0572,negative,2025-11-29 15:46:39.451948
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play Store,-0.46388888888888885,0.8833333333333333,negative,-0.8758,negative,2025-11-29 15:46:39.451948
"Slow login, crashes frequently, annoying app ever. Since you updated this app, it's been extremely unhelpful.",1,2024-05-01,BOA,Google Play Store,-0.4083333333333334,0.7666666666666666,negative,-0.4019,negative,2025-11-29 15:46:39.451948
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play Store,0.1,0.27142857142857146,neutral,0.0,neutral,2025-11-29 15:46:39.451948
"I don't know why every time you come up with a new update the app get worst than the oldest, it is taking more time to load, can load money to telebirr, can't pay awach. Please try to fix it.",1,2024-05-02,BOA,Google Play Store,-0.12121212121212122,0.6515151515151515,negative,-0.6971,negative,2025-11-29 15:46:39.451948
The latest update has a bug it keeps crashing. Please fix it it's so inconvenient to do our business this way. That or we will switch to other banks,3,2024-04-30,BOA,Google Play Store,-0.075,0.7583333333333333,neutral,-0.2062,negative,2025-11-29 15:46:39.451948
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play Store,-0.00416666666666667,0.45416666666666666,neutral,-0.7736,negative,2025-11-29 15:46:39.451948
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play Store,0.0,0.1,neutral,0.0,neutral,2025-11-29 15:46:39.451948
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,Google Play Store,0.0,0.5,neutral,-0.1531,negative,2025-11-29 15:46:39.451948
"Its amazing and easy to use , but from these two past days it crashes and tells me ""there is not enough connectivity"" while my internet was good enough , and i can't open it anymore !! Fix this proplem ASAP.",5,2024-03-02,BOA,Google Play Store,0.2119047619047619,0.5833333333333334,positive,0.8309,positive,2025-11-29 15:46:39.451948
